EmpID,BiasInfluentialFactor,FitmentPercent
14576,NA,0.05
22213,NA,0.07
4285,YearsOfExperince,23.31
12377,CurrentCompanyType,2.72
11148,NA,0.05
14318,NA,0.05
2933,YearsOfExperince,22.29
24205,DegreeBranch,15.5
3838,Gender,11.78
8970,Gender,23.24
12116,DegreeBranch,16.75
4821,NA,0.05
15744,CurrentCompanyType,0.06
17637,Gender,0.66
8098,NA,0.05
21894,NA,0.06
19800,Gender,22.41
12978,YearsOfExperince,25.98
23269,HighestDegree,36.38
11014,Gender,9.89
10263,NA,0.05
21454,NA,0.05
22831,NA,0.05
5463,Gender,8.31
19259,NA,0.05
15785,DegreeBranch,21.23
18746,NA,0.06
6720,NA,0.06
3355,DegreeBranch,15.54
13800,NA,0.05
22300,YearsOfExperince,27.45
9103,EmpScore,34.15
12447,NA,0.06
22789,CurrentCompanyType,0.05
24283,DegreeBranch,24.79
14878,YearsOfExperince,27.68
13680,LatestDegreeCGPA,0.04
23900,DegreeBranch,25.13
9535,Gender,0.04
17456,YearsOfExperince,25.21
14822,YearsOfExperince,36.44
16375,Gender,0.05
20596,HighestDegree,33.75
12554,NA,0.05
13760,YearsOfExperince,26.92
19580,Gender,9.85
16111,YearsOfExperince,27.95
15673,Gender,0.06
18238,DegreeBranch,19.18
12647,MartialStatus,47.76
4225,NA,0.05
17049,NA,0.06
21520,DegreeBranch,16.55
16822,HighestDegree,39.5
17174,DegreeBranch,14.58
2761,DegreeBranch,23.69
11315,DegreeBranch,16.06
2086,NA,0.05
19656,NA,0.05
4677,Gender,0.05
4606,Gender,7.24
7548,YearsOfExperince,34.25
10575,NA,0.06
15045,NA,0.05
15341,DegreeBranch,19.46
4629,DegreeBranch,19.14
20095,YearsOfExperince,24.83
15202,NA,0.05
7940,Gender,13.73
23909,DegreeBranch,19.3
24270,DegreeBranch,13.99
5255,Gender,25.81
11445,EmpScore,31.79
10809,DegreeBranch,18.75
3387,HighestDegree,33.71
4661,NA,0.05
18273,Gender,20.3
14612,CurrentCompanyType,2.19
15108,NA,0.06
11918,EmpScore,36.97
9713,NA,0.06
16680,MartialStatus,45.65
9765,HighestDegree,40.37
18095,NA,0.05
7746,Gender,24.6
22298,Gender,20.58
22116,NA,0.05
14525,NA,0.05
19125,DegreeBranch,22.42
5616,Gender,19.13
11917,NA,0.06
9387,DegreeBranch,20.08
9391,YearsOfExperince,23.35
24017,NA,0.04
2414,Gender,8.03
16141,Gender,19.84
12149,NA,0.05
14824,YearsOfExperince,19.96
24051,NA,0.05
15119,NA,0.05
7259,YearsOfExperince,36.32
18555,NA,0.06
19787,DegreeBranch,0.85
23176,EmpScore,30.03
10668,DegreeBranch,18.45
16679,NA,0.05
6900,YearsOfExperince,25.09
2588,Gender,13.0
21785,NA,0.05
14989,DegreeBranch,19.22
23927,YearsOfExperince,11.04
18684,CurrentCompanyType,2.24
20165,Gender,1.64
14757,DegreeBranch,13.35
7101,DegreeBranch,25.5
12985,NA,0.05
10293,EmpScore,30.23
11463,DegreeBranch,18.25
20294,Gender,23.34
7044,DegreeBranch,17.58
21214,YearsOfExperince,18.16
14956,Gender,8.32
9209,DegreeBranch,18.37
16002,DegreeBranch,17.69
7160,DegreeBranch,17.53
15311,EmpScore,33.46
9898,HighestDegree,25.16
8601,YearsOfExperince,22.83
5264,NA,0.05
4756,DegreeBranch,16.8
19089,DegreeBranch,16.38
15373,NA,0.05
23778,LatestDegreeCGPA,0.04
4830,HighestDegree,36.18
4245,Gender,8.0
15117,NA,0.05
7243,HighestDegree,45.97
13969,NA,0.05
10410,NA,0.06
19385,NA,0.05
17367,Gender,0.05
17170,HighestDegree,37.37
9839,YearsOfExperince,21.82
12825,Gender,0.3
6005,EmpScore,39.69
6985,DegreeBranch,16.07
12501,NA,0.05
7440,NA,0.05
2290,EmpScore,38.71
8483,YearsOfExperince,20.1
19358,Gender,13.34
12473,YearsOfExperince,25.71
10671,Gender,15.39
14520,Gender,0.05
2735,NA,0.05
5251,NA,0.05
3666,DegreeBranch,17.88
16199,Gender,0.06
7659,NA,0.05
18370,EmpScore,33.39
15384,Gender,12.8
12273,NA,0.05
9662,Gender,20.84
24214,DegreeBranch,18.23
19037,Gender,1.55
8414,DegreeBranch,20.99
18063,YearsOfExperince,14.42
3083,NA,0.06
11024,NA,0.05
19191,NA,0.05
21324,NA,0.06
8008,Gender,0.04
4570,HighestDegree,42.27
2865,NA,0.05
17179,YearsOfExperince,18.43
6817,EmpScore,32.02
2095,DegreeBranch,17.91
20431,HighestDegree,47.45
15862,Gender,17.96
9455,Gender,10.66
12650,Gender,10.84
8841,MartialStatus,46.86
23669,Gender,15.63
2115,MartialStatus,51.39
20424,Gender,14.19
23488,DegreeBranch,21.75
9226,HighestDegree,41.3
21521,Gender,12.77
11673,NA,0.05
16835,YearsOfExperince,28.34
12135,NA,0.05
5701,DegreeBranch,17.71
8644,NA,0.04
2261,YearsOfExperince,6.67
18980,NA,0.05
12299,NA,0.05
3077,EmpScore,32.01
5795,DegreeBranch,21.43
24215,NA,0.05
9524,YearsOfExperince,28.34
18840,DegreeBranch,27.29
13291,DegreeBranch,4.09
6649,NA,0.06
22705,Gender,24.68
12308,EmpScore,32.46
22218,HighestDegree,42.28
6190,DegreeBranch,20.22
9428,NA,0.06
22679,YearsOfExperince,14.88
9562,NA,0.05
10421,Gender,24.06
12597,NA,0.05
19696,DegreeBranch,1.05
20635,HighestDegree,44.5
17219,NA,0.05
10613,DegreeBranch,15.78
2612,DegreeBranch,14.82
8462,YearsOfExperince,17.06
8685,HighestDegree,37.36
22745,DegreeBranch,22.17
13023,NA,0.05
18526,NA,0.05
2663,DegreeBranch,8.7
21401,NA,0.05
15934,YearsOfExperince,24.29
6780,DegreeBranch,3.04
20246,YearsOfExperince,32.09
23051,EmpScore,18.54
6703,Gender,12.59
6989,CurrentCompanyType,0.06
17272,NA,0.05
17783,HighestDegree,43.67
22102,CurrentCompanyType,3.39
12044,YearsOfExperince,26.47
11499,YearsOfExperince,20.44
15561,NA,0.05
20360,EmpScore,28.47
19531,NA,0.05
22610,NA,0.05
20227,Gender,0.04
14969,Gender,10.61
5546,EmpScore,33.78
7697,Gender,0.06
8376,YearsOfExperince,32.5
9933,NA,0.05
21157,NA,0.05
21425,Gender,10.51
6542,Gender,1.78
3280,NA,0.05
14392,NA,0.05
4440,DegreeBranch,16.74
15037,YearsOfExperince,28.51
22620,DegreeBranch,19.71
6433,YearsOfExperince,11.82
12586,YearsOfExperince,19.03
16066,MartialStatus,47.96
4541,DegreeBranch,25.45
15724,Gender,23.92
4568,DegreeBranch,17.31
8125,Gender,14.4
7568,DegreeBranch,21.52
6075,NA,0.05
11361,EmpScore,31.28
4767,NA,0.05
9141,HighestDegree,38.68
9984,Gender,15.3
9773,NA,0.05
12660,DegreeBranch,15.88
16559,DegreeBranch,18.98
3069,NA,0.05
7743,YearsOfExperince,18.98
2280,HighestDegree,45.63
19960,Gender,0.06
3516,EmpScore,25.62
17494,YearsOfExperince,28.12
20162,NA,0.05
7877,NA,0.04
22328,HighestDegree,43.86
8478,DegreeBranch,21.07
6483,EmpScore,31.51
10960,YearsOfExperince,7.93
2848,DegreeBranch,18.55
11680,DegreeBranch,24.25
14317,NA,0.05
9008,YearsOfExperince,32.96
19917,DegreeBranch,0.05
8347,CurrentCompanyType,6.94
9895,NA,0.05
18497,DegreeBranch,18.48
7039,Gender,22.13
10275,NA,0.06
4787,NA,0.05
10361,YearsOfExperince,26.04
4447,DegreeBranch,22.83
17087,DegreeBranch,20.59
6530,HighestDegree,38.27
3349,NA,0.05
2251,NA,0.05
18007,HighestDegree,35.36
11631,HighestDegree,16.72
22674,Gender,29.45
3887,DegreeBranch,16.41
6267,Gender,16.94
14293,NA,0.05
17666,Gender,22.36
18023,DegreeBranch,17.55
5792,Gender,16.05
12748,HighestDegree,47.05
9546,Gender,0.42
5682,YearsOfExperince,30.79
10453,DegreeBranch,5.21
20392,DegreeBranch,23.67
20701,MartialStatus,47.25
19035,DegreeBranch,18.18
9057,NA,0.04
15466,YearsOfExperince,15.3
23266,Gender,0.06
23629,YearsOfExperince,32.48
23078,CurrentCompanyType,0.05
5333,Gender,22.86
21456,Gender,5.15
21532,YearsOfExperince,32.51
17803,NA,0.05
11438,YearsOfExperince,18.28
19927,Gender,14.43
6500,CurrentCompanyType,0.06
15038,YearsOfExperince,38.45
10078,HighestDegree,41.01
11992,Gender,26.72
5352,NA,0.05
9094,NA,0.05
13105,NA,0.06
21830,Gender,0.04
4554,DegreeBranch,18.55
5831,NA,0.05
14023,NA,0.05
19280,NA,0.06
3922,DegreeBranch,22.77
3210,DegreeBranch,17.74
8231,YearsOfExperince,18.69
19027,NA,0.05
23864,DegreeBranch,4.79
13750,NA,0.07
15308,YearsOfExperince,32.31
12792,NA,0.05
8604,EmpScore,35.49
15422,Gender,0.05
19458,NA,0.05
11317,NA,0.06
16390,EmpScore,33.97
20628,NA,0.05
9842,YearsOfExperince,29.2
13124,YearsOfExperince,25.48
21808,HighestDegree,31.21
14928,YearsOfExperince,23.15
17762,Gender,23.84
3266,NA,0.06
11423,DegreeBranch,17.37
19478,Gender,18.88
3690,Gender,21.1
14380,NA,0.05
6218,NA,0.04
19091,NA,0.06
20929,DegreeBranch,28.58
14199,Gender,27.09
20683,Gender,0.05
2031,NA,0.06
14421,NA,0.05
22815,NA,0.05
10411,DegreeBranch,2.9
2407,HighestDegree,35.89
21779,DegreeBranch,15.14
22522,Gender,1.89
11133,YearsOfExperince,21.04
13685,YearsOfExperince,27.32
16443,DegreeBranch,21.28
20827,Gender,0.05
6117,DegreeBranch,15.53
17254,DegreeBranch,24.03
14012,DegreeBranch,15.65
19235,Gender,0.04
21920,DegreeBranch,22.04
11432,EmpScore,33.76
4301,NA,0.06
23417,EmpScore,33.59
4572,YearsOfExperince,18.6
6137,LatestDegreeCGPA,0.05
12360,Gender,14.78
16322,Gender,13.92
17842,NA,0.04
2913,DegreeBranch,19.01
15482,CurrentCompanyType,8.66
5194,Gender,22.3
13958,YearsOfExperince,19.06
10705,DegreeBranch,21.38
22082,Gender,23.61
14817,YearsOfExperince,23.04
14674,YearsOfExperince,19.2
8080,DegreeBranch,15.84
11286,DegreeBranch,20.86
4211,DegreeBranch,21.42
13305,Gender,0.05
17286,NA,0.06
16177,DegreeBranch,21.94
14135,Gender,5.98
8449,NA,0.04
16096,HighestDegree,32.36
20652,DegreeBranch,16.08
8672,NA,0.05
15953,NA,0.05
11945,NA,0.06
8817,DegreeBranch,19.97
21171,NA,0.05
13106,Gender,22.93
23844,Gender,19.96
16371,EmpScore,32.19
19155,NA,0.05
21322,DegreeBranch,21.96
18510,Gender,8.88
23152,Gender,22.92
20795,NA,0.06
16011,NA,0.06
2404,DegreeBranch,19.39
20569,DegreeBranch,20.42
20706,DegreeBranch,29.34
8044,Gender,20.3
9762,DegreeBranch,20.38
15041,Gender,23.2
11197,NA,0.05
18353,Gender,23.95
7781,NA,0.06
21807,CurrentCompanyType,0.04
15326,NA,0.04
9620,NA,0.05
7283,YearsOfExperince,33.17
20353,CurrentCompanyType,6.17
19206,Gender,23.46
17854,Gender,19.32
8698,NA,0.05
9817,CurrentCompanyType,2.74
14113,EmpScore,36.43
15756,NA,0.04
2385,DegreeBranch,18.53
10221,DegreeBranch,16.65
17983,Gender,16.62
9093,Gender,27.65
21449,NA,0.05
19288,EmpScore,33.42
24346,YearsOfExperince,22.23
21233,DegreeBranch,17.53
16970,YearsOfExperince,21.08
8796,YearsOfExperince,22.65
14553,YearsOfExperince,16.12
23016,Gender,20.79
4292,Gender,15.04
18439,EmpScore,31.48
14032,YearsOfExperince,30.77
18410,NA,0.05
23375,EmpScore,37.57
19649,YearsOfExperince,21.53
20084,NA,0.04
19086,DegreeBranch,22.65
11272,DegreeBranch,18.21
23247,DegreeBranch,22.69
3778,DegreeBranch,21.26
13785,NA,0.05
2959,CurrentCompanyType,0.05
7531,YearsOfExperince,23.59
20639,DegreeBranch,19.67
6622,NA,0.06
2365,DegreeBranch,19.48
22393,YearsOfExperince,6.53
17727,DegreeBranch,18.98
9294,DegreeBranch,23.06
23226,Gender,11.09
22419,Gender,12.17
5859,DegreeBranch,17.03
9045,NA,0.05
3994,DegreeBranch,21.83
11816,NA,0.05
10462,CurrentCompanyType,2.05
13052,NA,0.05
15741,CurrentCompanyType,4.59
12049,NA,0.05
4455,NA,0.05
16464,NA,0.04
6877,YearsOfExperince,28.52
21510,Gender,17.06
23075,NA,0.04
13674,CurrentCompanyType,2.46
5479,NA,0.05
3966,YearsOfExperince,22.5
5641,NA,0.05
7699,HighestDegree,33.7
7374,YearsOfExperince,20.02
13133,DegreeBranch,24.69
11531,NA,0.05
10880,Gender,0.05
17500,NA,0.06
16829,Gender,14.87
15002,DegreeBranch,18.02
15054,EmpScore,35.28
11553,DegreeBranch,20.47
17470,DegreeBranch,21.68
8429,HighestDegree,32.52
15320,Gender,15.66
5392,DegreeBranch,21.32
9009,Gender,21.04
20589,DegreeBranch,16.89
5409,NA,0.05
3802,DegreeBranch,25.72
8998,EmpScore,31.71
14306,Gender,21.5
15197,EmpScore,31.97
8006,Gender,11.47
11274,NA,0.04
9996,NA,0.06
17252,NA,0.05
22390,DegreeBranch,11.29
14823,NA,0.05
13517,Gender,4.79
13993,Gender,15.8
8139,DegreeBranch,19.76
2475,NA,0.05
10091,YearsOfExperince,8.38
20029,YearsOfExperince,37.05
19026,DegreeBranch,18.07
11986,NA,0.06
9136,NA,0.05
15960,EmpScore,32.77
13003,NA,0.04
6477,DegreeBranch,22.35
10887,NA,0.05
13068,HighestDegree,32.7
7527,Gender,5.58
19880,DegreeBranch,23.63
23023,HighestDegree,47.93
8972,DegreeBranch,20.85
8592,NA,0.05
11790,NA,0.04
24007,MartialStatus,48.96
20576,YearsOfExperince,25.48
18008,NA,0.06
16380,NA,0.06
15142,NA,0.06
19279,DegreeBranch,17.9
6553,HighestDegree,28.94
9971,Gender,12.31
9281,NA,0.06
14840,DegreeBranch,16.84
11489,YearsOfExperince,8.57
10435,NA,0.05
19532,DegreeBranch,8.28
7080,DegreeBranch,20.94
14158,HighestDegree,40.22
20651,NA,0.06
10471,Gender,24.98
13069,NA,0.05
13005,Gender,10.8
13074,DegreeBranch,15.47
7810,NA,0.04
6379,NA,0.05
18331,NA,0.05
6233,NA,0.05
13057,Gender,5.71
21986,YearsOfExperince,24.28
7681,NA,0.05
21851,HighestDegree,46.0
11567,NA,0.05
18887,HighestDegree,35.06
14257,NA,0.05
7728,DegreeBranch,0.61
12298,Gender,21.67
4023,DegreeBranch,14.0
23086,DegreeBranch,20.36
9688,DegreeBranch,24.82
16395,Gender,22.65
12331,NA,0.05
22752,Gender,21.55
4407,YearsOfExperince,1.53
16142,DegreeBranch,22.49
4938,DegreeBranch,19.83
23590,NA,0.06
15522,NA,0.05
10058,DegreeBranch,5.76
6280,YearsOfExperince,8.78
18102,DegreeBranch,14.06
13229,YearsOfExperince,21.53
12765,NA,0.05
3777,Gender,5.71
18897,NA,0.05
3947,Gender,24.31
11604,NA,0.05
11387,Gender,19.85
17192,Gender,0.04
2078,DegreeBranch,21.8
24306,DegreeBranch,13.91
20624,DegreeBranch,2.28
4673,Gender,21.05
19435,NA,0.07
23202,NA,0.05
14058,NA,0.05
12207,MartialStatus,48.74
18493,Gender,0.05
22763,Gender,9.42
3337,MartialStatus,53.23
8511,NA,0.04
7225,NA,0.06
4442,YearsOfExperince,20.5
8155,DegreeBranch,19.16
9198,NA,0.06
3614,Gender,13.78
11156,DegreeBranch,18.6
20430,DegreeBranch,20.73
20979,NA,0.05
23129,DegreeBranch,19.33
2419,NA,0.05
4920,Gender,16.47
22741,EmpScore,35.2
18571,NA,0.05
6414,DegreeBranch,16.01
20520,Gender,24.07
2337,EmpScore,36.19
19817,Gender,14.27
22004,Gender,13.34
17249,YearsOfExperince,28.07
6203,DegreeBranch,23.74
8851,YearsOfExperince,32.51
2927,DegreeBranch,18.2
7251,HighestDegree,44.32
20876,Gender,17.98
13802,DegreeBranch,13.28
9131,YearsOfExperince,29.03
5404,YearsOfExperince,28.67
16934,DegreeBranch,11.13
21848,Gender,19.0
3447,Gender,10.23
5864,YearsOfExperince,33.44
20136,DegreeBranch,20.46
20123,DegreeBranch,21.64
10302,DegreeBranch,20.44
9164,DegreeBranch,21.53
6820,DegreeBranch,16.66
3983,Gender,25.47
18581,Gender,17.83
12443,MartialStatus,44.47
15496,NA,0.04
5728,Gender,25.52
5513,HighestDegree,47.52
23184,NA,0.05
9805,MartialStatus,49.47
22460,DegreeBranch,17.16
11544,MartialStatus,46.91
10015,NA,0.06
14858,NA,0.05
4519,DegreeBranch,21.08
19124,Gender,0.05
12256,YearsOfExperince,5.49
9434,HighestDegree,22.56
13256,NA,0.05
5669,HighestDegree,43.53
5017,NA,0.06
9250,NA,0.05
22996,EmpScore,35.65
4126,NA,0.06
23117,DegreeBranch,16.7
7488,EmpScore,34.25
19261,Gender,16.39
19688,DegreeBranch,15.96
5603,DegreeBranch,19.94
20627,NA,0.06
8301,NA,0.05
5159,NA,0.06
2816,HighestDegree,34.37
7882,DegreeBranch,23.17
12581,NA,0.06
13615,DegreeBranch,22.08
8435,Gender,15.04
4094,NA,0.05
11517,DegreeBranch,0.61
20656,CurrentCompanyType,1.07
11585,DegreeBranch,10.58
4144,EmpScore,32.61
23573,DegreeBranch,25.39
9107,DegreeBranch,15.58
17722,NA,0.05
18114,DegreeBranch,21.37
2767,DegreeBranch,20.96
13823,Gender,0.05
6647,Gender,21.97
12882,NA,0.06
2636,Gender,21.02
3600,EmpScore,40.55
10877,EmpScore,33.2
7014,Gender,16.03
23701,NA,0.05
10780,DegreeBranch,12.22
11162,DegreeBranch,17.83
12495,YearsOfExperince,24.17
16086,DegreeBranch,24.44
20081,DegreeBranch,23.1
11055,NA,0.05
12072,MartialStatus,50.41
16737,HighestDegree,44.0
23197,NA,0.05
3594,Gender,0.06
13853,DegreeBranch,16.34
16543,DegreeBranch,17.39
15987,DegreeBranch,19.87
11047,CurrentCompanyType,4.15
10615,NA,0.06
17967,YearsOfExperince,20.94
13769,Gender,19.33
21397,YearsOfExperince,1.35
19648,YearsOfExperince,17.61
16668,DegreeBranch,20.03
23451,YearsOfExperince,29.09
24204,NA,0.05
20482,NA,0.06
14629,EmpScore,33.8
10740,Gender,0.43
9698,DegreeBranch,22.49
10854,YearsOfExperince,33.88
12228,NA,0.05
21678,CurrentCompanyType,1.84
15290,Gender,15.44
6758,NA,0.05
10197,DegreeBranch,21.17
21201,NA,0.06
17248,NA,0.05
8748,DegreeBranch,20.55
14110,NA,0.05
23229,Gender,0.05
22693,EmpScore,29.89
9263,Gender,11.52
19077,NA,0.05
13197,NA,0.06
5933,Gender,0.04
6939,Gender,21.05
2832,CurrentCompanyType,1.13
24320,Gender,0.05
13230,CurrentCompanyType,3.52
20869,NA,0.06
13826,DegreeBranch,21.89
21359,DegreeBranch,18.5
3953,DegreeBranch,15.75
16936,NA,0.05
23140,Gender,26.73
15139,DegreeBranch,20.44
18547,YearsOfExperince,27.81
9875,NA,0.05
13329,YearsOfExperince,32.29
13652,EmpScore,34.68
6930,DegreeBranch,22.06
18825,YearsOfExperince,6.61
6858,Gender,13.88
12132,NA,0.04
18542,DegreeBranch,1.07
22864,NA,0.06
3755,Gender,19.41
9313,DegreeBranch,26.31
21545,LatestDegreeCGPA,0.04
5642,Gender,0.05
19140,HighestDegree,43.0
21032,MartialStatus,47.79
11291,NA,0.05
13419,DegreeBranch,17.55
7589,NA,0.05
3913,Gender,12.33
10661,Gender,17.48
12689,YearsOfExperince,17.92
8217,DegreeBranch,21.1
19269,HighestDegree,33.87
6002,DegreeBranch,16.06
8645,DegreeBranch,28.5
13335,NA,0.05
10223,Gender,2.91
19434,DegreeBranch,0.05
17184,Gender,0.06
10002,CurrentCompanyType,0.05
5592,EmpScore,37.03
22805,DegreeBranch,10.86
6253,NA,0.05
11953,MartialStatus,46.5
2589,Gender,21.96
8528,YearsOfExperince,29.83
5286,YearsOfExperince,15.55
14015,NA,0.05
20189,NA,0.05
19684,Gender,3.24
5336,Gender,0.05
3155,Gender,0.04
14935,DegreeBranch,19.46
13084,NA,0.05
9060,DegreeBranch,3.09
11238,NA,0.06
5468,Gender,14.41
16103,DegreeBranch,22.61
21303,NA,0.05
4445,EmpScore,31.68
14555,NA,0.05
14366,LatestDegreeCGPA,0.05
11298,NA,0.07
5388,LatestDegreeCGPA,0.05
24101,NA,0.06
16038,YearsOfExperince,20.19
10682,NA,0.05
22498,YearsOfExperince,24.66
19039,EmpScore,36.16
18179,NA,0.05
13967,NA,0.05
8458,NA,0.05
6604,YearsOfExperince,30.15
5401,DegreeBranch,22.96
21036,Gender,7.45
14213,Gender,23.39
19267,Gender,15.31
20922,YearsOfExperince,4.93
15349,Gender,11.74
19832,DegreeBranch,18.13
14405,NA,0.05
17919,YearsOfExperince,19.95
20204,NA,0.05
11410,NA,0.06
22467,DegreeBranch,14.84
21719,YearsOfExperince,27.65
15677,YearsOfExperince,28.0
14829,DegreeBranch,27.58
23558,HighestDegree,43.69
14029,Gender,13.41
23793,DegreeBranch,20.43
9019,Gender,9.13
18502,NA,0.05
17132,DegreeBranch,15.35
7990,DegreeBranch,17.36
7027,DegreeBranch,0.56
7383,YearsOfExperince,32.21
7111,NA,0.05
5740,Gender,13.55
8142,DegreeBranch,16.75
8252,Gender,12.82
12176,NA,0.06
11331,Gender,21.26
15585,EmpScore,40.05
8981,Gender,24.31
8637,DegreeBranch,6.8
8985,Gender,20.67
17043,DegreeBranch,17.97
7866,DegreeBranch,21.35
4641,YearsOfExperince,0.06
4076,NA,0.05
5489,HighestDegree,25.11
3247,DegreeBranch,20.28
2952,CurrentCompanyType,4.63
13585,DegreeBranch,19.11
18103,CurrentCompanyType,0.06
3124,Gender,14.43
7668,YearsOfExperince,9.45
16654,Gender,21.83
9361,Gender,4.45
22315,NA,0.05
18688,DegreeBranch,18.97
3773,NA,0.05
2072,EmpScore,34.02
8499,NA,0.06
10260,CurrentCompanyType,3.56
6256,DegreeBranch,20.46
20570,CurrentCompanyType,0.06
6748,NA,0.05
3058,YearsOfExperince,15.7
9355,YearsOfExperince,29.53
19953,DegreeBranch,16.92
23946,NA,0.05
23124,HighestDegree,46.94
22443,DegreeBranch,0.81
15571,NA,0.04
21992,YearsOfExperince,29.29
17789,NA,0.05
23233,NA,0.04
14401,NA,0.04
4574,EmpScore,31.69
6773,DegreeBranch,18.71
3507,DegreeBranch,21.0
9920,Gender,0.05
4471,NA,0.05
21473,Ethinicity,163.34
7461,NA,0.05
17329,HighestDegree,48.79
22086,DegreeBranch,24.12
18249,DegreeBranch,14.89
7281,DegreeBranch,21.08
4057,Gender,21.49
11583,DegreeBranch,14.42
9958,NA,0.05
18362,YearsOfExperince,21.66
3548,YearsOfExperince,21.56
7424,Gender,0.05
2954,Gender,3.29
16845,YearsOfExperince,20.83
8778,EmpScore,31.31
10072,Gender,15.27
7404,Gender,11.44
13656,Gender,0.05
2745,EmpScore,32.15
17729,Ethinicity,163.82
13898,YearsOfExperince,12.23
24122,NA,0.05
3555,DegreeBranch,16.94
2038,NA,0.05
22265,YearsOfExperince,20.81
17796,Gender,5.65
10531,DegreeBranch,20.13
13049,DegreeBranch,22.74
19049,Gender,2.86
22615,NA,0.04
3096,HighestDegree,36.53
19709,NA,0.06
18196,NA,0.05
19062,NA,0.05
22704,LatestDegreeCGPA,0.04
6177,DegreeBranch,27.52
10586,Ethinicity,160.45
19492,Gender,21.53
7372,YearsOfExperince,20.43
23740,Gender,21.83
12350,CurrentCompanyType,0.06
6395,NA,0.04
23530,YearsOfExperince,29.31
4875,NA,0.05
15849,Gender,5.31
15743,NA,0.05
14244,NA,0.05
17820,YearsOfExperince,21.77
5576,HighestDegree,14.32
15487,DegreeBranch,17.1
15069,DegreeBranch,28.8
19094,NA,0.05
20040,NA,0.05
5929,CurrentCompanyType,0.35
6216,NA,0.06
5258,NA,0.05
23483,NA,0.05
18159,DegreeBranch,16.62
3296,Gender,0.06
3990,Gender,15.62
22109,DegreeBranch,16.66
8459,NA,0.06
6700,DegreeBranch,20.2
11294,DegreeBranch,17.61
8066,CurrentCompanyType,1.72
7648,HighestDegree,46.62
8926,DegreeBranch,3.96
3279,DegreeBranch,19.95
11572,DegreeBranch,4.14
22982,YearsOfExperince,22.95
13306,Gender,7.53
11279,MartialStatus,47.12
24240,EmpScore,33.65
2687,Gender,12.98
2968,DegreeBranch,20.07
10860,HighestDegree,33.86
17010,Gender,12.8
15111,Gender,0.06
17846,NA,0.07
14519,YearsOfExperince,36.82
19694,NA,0.05
14981,DegreeBranch,21.75
21845,NA,0.04
12691,Gender,0.05
4382,MartialStatus,51.81
9687,Gender,2.21
2548,DegreeBranch,21.3
22707,CurrentCompanyType,0.06
19085,NA,0.05
23223,YearsOfExperince,18.22
16972,Gender,0.37
9180,EmpScore,32.12
20942,DegreeBranch,16.04
19627,YearsOfExperince,27.57
19426,Gender,21.29
20196,Gender,13.57
16440,YearsOfExperince,28.0
13226,Gender,24.52
5959,Gender,14.12
22158,NA,0.05
14347,DegreeBranch,21.32
14394,Gender,19.3
4487,CurrentCompanyType,2.47
6663,Gender,23.64
18162,DegreeBranch,18.86
4948,DegreeBranch,15.64
9260,Gender,15.34
5511,YearsOfExperince,14.71
21179,NA,0.05
14351,NA,0.05
4877,NA,0.04
13324,NA,0.05
11479,DegreeBranch,13.52
5721,Gender,17.12
5790,NA,0.05
11154,NA,0.05
21186,NA,0.06
10938,HighestDegree,37.39
13527,DegreeBranch,19.84
17351,DegreeBranch,0.04
23500,YearsOfExperince,34.69
21915,Gender,0.06
23634,NA,0.05
12993,NA,0.06
19232,NA,0.07
5361,DegreeBranch,18.81
20221,Gender,0.05
14319,DegreeBranch,1.4
23416,YearsOfExperince,32.24
8811,HighestDegree,31.88
9372,YearsOfExperince,32.83
22050,HighestDegree,40.75
5703,DegreeBranch,21.35
2347,NA,0.06
17946,NA,0.05
4433,YearsOfExperince,8.46
3955,NA,0.04
9617,NA,0.05
20370,NA,0.05
9925,Gender,22.15
2263,Gender,8.29
10566,EmpScore,33.29
11689,NA,0.05
14690,DegreeBranch,20.19
16436,NA,0.05
10053,YearsOfExperince,20.21
21207,Gender,20.33
13464,Gender,17.11
11343,NA,0.05
2765,Gender,0.05
10465,Gender,24.31
6180,Gender,4.94
6763,Gender,6.68
19460,Gender,19.99
6447,YearsOfExperince,21.37
21239,YearsOfExperince,9.86
20761,NA,0.05
23013,MartialStatus,44.58
10739,DegreeBranch,14.84
13923,DegreeBranch,18.2
14094,DegreeBranch,16.38
19297,YearsOfExperince,7.64
15583,YearsOfExperince,1.18
9171,YearsOfExperince,18.64
4713,Ethinicity,166.03
16611,EmpScore,35.46
22253,DegreeBranch,20.66
20152,NA,0.05
16924,Gender,4.23
16670,DegreeBranch,16.75
9229,HighestDegree,36.01
24050,MartialStatus,49.21
8115,NA,0.05
22251,DegreeBranch,17.82
22825,DegreeBranch,17.51
16877,NA,0.05
12652,NA,0.05
18104,DegreeBranch,16.72
12141,YearsOfExperince,27.12
19547,Gender,20.52
4137,Gender,0.05
15674,YearsOfExperince,20.22
22008,Gender,7.45
5273,EmpScore,33.15
24388,YearsOfExperince,23.19
10778,DegreeBranch,18.04
2555,NA,0.05
11791,YearsOfExperince,25.75
9989,NA,0.06
6226,Gender,0.26
22095,DegreeBranch,23.84
10704,NA,0.06
13626,DegreeBranch,24.95
4749,YearsOfExperince,20.73
22501,NA,0.05
19875,CurrentCompanyType,3.57
11016,YearsOfExperince,18.9
8579,NA,0.05
6001,CurrentCompanyType,6.13
12800,DegreeBranch,20.39
17763,Gender,0.06
18412,Gender,18.67
